Review,Brand,Variety,Style,Country,Stars,Count,Average
1068,Koka,oriental instant noodles stir fried noodles,Pack,Singapore,3.75,109,4.126146788990826
1067,Nissin,cup noodle red shock,Cup,Japan,3.75,352,3.981605113636364
1059,Mamee,oriental noodles curry flavour,Pack,Malaysia,3.25,155,4.154193548387097
1058,A-Sha Dry Noodle,dry noodle mandarin noodle - original sauce,Pack,Taiwan,4,224,3.6654017857142853
1057,A-Sha Dry Noodle,dry noodle hakka noodle - spicy sesame oil sauce,Pack,Taiwan,3.5,224,3.6654017857142853
1056,A-Sha Dry Noodle,dry noodle mandarin noodle - onion oil sauce,Pack,Taiwan,5,224,3.6654017857142853
1055,A-Sha Dry Noodle,dry noodle qq thin noodle - bbq sauce,Pack,Taiwan,5,224,3.6654017857142853
1054,A-Sha Dry Noodle,no. 10 mandarin noodle - black pepper sauce,Pack,Taiwan,3.75,224,3.6654017857142853
1053,A-Sha Dry Noodle,dry noodle tainan noodle - sesame sauce,Pack,Taiwan,4,224,3.6654017857142853
1052,A-Sha Dry Noodle,dry noodle hakka noodle - chili sauce,Pack,Taiwan,4.25,224,3.6654017857142853
1051,Maruchan,seimen japanese instant ramen noodles soy sauce taste,Pack,Japan,3.75,352,3.981605113636364
1050,Knorr,japanese pork bone flavour quick serve macaroni,Pack,Hong Kong,3,137,3.8018248175182485
1048,Ottogi,cheese bokki,Cup,South Korea,3.5,307,3.7905537459283387
1047,New Touch,yakisoba noodle,Tray,Japan,4,352,3.981605113636364
1044,Nongshim,shin ramyun noodle spicy mushroom,Bowl,China,3.25,169,3.4218934911242602
1043,Chewy,rice vermicelli satay chicken,Pack,China,3,169,3.4218934911242602
1042,Nongshim,potato pork ramyun,Pack,China,5,169,3.4218934911242602
1038,Itomen,chanponmen,Pack,Japan,4.25,352,3.981605113636364
1037,Emart,dare you habanero jjamppong,Pack,South Korea,4,307,3.7905537459283387
1036,Golden Wheat,korean style spicy shrimp noodle soup,Bowl,China,3.5,169,3.4218934911242602
1035,Wei Lih,spicy sichuan flavor instant noodle,Bowl,Taiwan,3.5,224,3.6654017857142853
1033,Nissin,king cup noodle bbq chicken & onion,Cup,Japan,3.75,352,3.981605113636364
1032,Mama,authentic thai cuisine pad thai,Pack,Thailand,4,191,3.384816753926702
1031,HoMyeonDang,premium noodle house don ramyun,Pack,South Korea,4,307,3.7905537459283387
1030,Samyang Foods,60 ingredients assorted vegetable sk version,Pack,South Korea,3.75,307,3.7905537459283387
1029,Samyang Foods,nagasaki crab jjampong,Pack,South Korea,5,307,3.7905537459283387
1028,Samyang Foods,buldalk bokkeummyeon (hot fried chicken ramyun),Pack,South Korea,4,307,3.7905537459283387
1027,Samyang Foods,yukgaejang beef ramyun,Bowl,South Korea,4,307,3.7905537459283387
1026,Samyang Foods,bajirak kalgugsu,Pack,South Korea,3.75,307,3.7905537459283387
1025,Samyang Foods,hot chacharoni,Pack,South Korea,3.75,307,3.7905537459283387
1024,HoMyeonDang,premium noodle house tofu fried noodle,Pack,South Korea,3.5,307,3.7905537459283387
1023,Samyang Foods,samyang ramyun,Pack,South Korea,4.5,307,3.7905537459283387
1022,HoMyeonDang,premuim noodle house crab jjampong,Pack,South Korea,5,307,3.7905537459283387
1021,Samyang Foods,beef flavor ramyun (sk version),Pack,South Korea,4.25,307,3.7905537459283387
1020,Samyang Foods,nagasaki jjampong,Bowl,South Korea,4.75,307,3.7905537459283387
1019,Samyang Foods,kimchi ramyun (sk version),Pack,South Korea,4,307,3.7905537459283387
1018,Samyang Foods,ganjjampong,Pack,South Korea,4.25,307,3.7905537459283387
1017,Samyang Foods,sutah (sk version),Pack,South Korea,3.75,307,3.7905537459283387
1014,Nissin,king spa oh peperoncino spaghetti (æ—¥æ¸…ç”ÿã‚¿ã‚¤ãƒ—spaçž‹ ãƒšãƒšãƒ­ãƒ³ãƒãƒ¼ãƒž),Bowl,Japan,4.25,352,3.981605113636364
1013,Vina Acecook,oh! ricey há»§ tiáº¿u sæ°á»n heo (pork spareribs flavour),Pack,Vietnam,3.5,108,3.187962962962963
1010,Golden Wheat,korean style spicy beef noodle soup,Bowl,China,3.75,169,3.4218934911242602
1008,Ottogi,sesame flavor noodle bowl,Bowl,South Korea,3.5,307,3.7905537459283387
1007,Nissin,demae ramen sesame oil flavour noodles with soup base,Bowl,Hong Kong,4.5,137,3.8018248175182485
1005,Four Seas,chicken flavour,Bowl,China,2.75,169,3.4218934911242602
1004,Wai Wai,artificial pork flavour,Pack,Thailand,3,191,3.384816753926702
1001,Paldo,ð”ðžð¨ð˜ð ððš (dosirac) beef flavor,Pack,South Korea,3.5,307,3.7905537459283387
998,Nongshim,shin ramyun black spicy beef,Cup,South Korea,4.5,307,3.7905537459283387
997,Sakurai Foods,miso stew instant udon (winter),Pack,Japan,4.25,352,3.981605113636364
994,Wai Wai,tom yum shrimp flavour,Pack,Thailand,3.25,191,3.384816753926702
992,Prima Taste,singapore laksa la mian,Pack,Singapore,5,109,4.126146788990826
991,Prima Taste,singapore curry la mian,Pack,Singapore,5,109,4.126146788990826
989,GS25,gonghwachun jjamppong,Pack,South Korea,4,307,3.7905537459283387
986,Paldo,jong-gah-jip kimchi ramen,Pack,South Korea,4,307,3.7905537459283387
976,Nissin,donbei tensoba,Bowl,Japan,4,352,3.981605113636364
975,Ottogi,spaghetti ramen,Bowl,South Korea,4.5,307,3.7905537459283387
972,Springlife,spinach with organic noodles,Pack,China,3,169,3.4218934911242602
964,Nissin,raoh backfat rich soy sauce flavor,Bowl,Japan,5,352,3.981605113636364
959,Sakurai Foods,arche naturkã¼che ramen mit ingwer,Pack,Japan,3.25,352,3.981605113636364
958,Sakurai Foods,soy sauce ramen,Bowl,Japan,4.25,352,3.981605113636364
957,Sakurai Foods,100% vegetarian soy sauce flavor,Pack,Japan,4.25,352,3.981605113636364
956,Sakurai Foods,sesame noodles,Pack,Japan,5,352,3.981605113636364
955,Sakurai Foods,miso ramen,Bowl,Japan,4,352,3.981605113636364
954,Sakurai Foods,arche naturkã¼che japanische nudelsuppe,Pack,Japan,3.25,352,3.981605113636364
953,Sakurai Foods,soy sauce ramen,Pack,Japan,4.75,352,3.981605113636364
950,Ottogi,kiss myon,Cup,South Korea,3.75,307,3.7905537459283387
944,Wai Wai,oriental style instant noodles (dry method),Pack,Thailand,3,191,3.384816753926702
942,Kamfen,e-men lobster soup,Pack,China,3.25,169,3.4218934911242602
940,Wai Wai,sour soup flavor,Pack,Thailand,3.5,191,3.384816753926702
937,Mama,shrimp (tom yum),Pack,Thailand,3.75,191,3.384816753926702
933,Paldo,kokomen spicy chicken,Cup,South Korea,4.5,307,3.7905537459283387
932,Paldo,namja ramen (usa version),Pack,South Korea,5,307,3.7905537459283387
931,Kamfen,dried mix noodles soya bean paste,Tray,China,3.75,169,3.4218934911242602
929,Vina Acecook,good artificial minced pork bean vermicelli,Pack,Vietnam,3.75,108,3.187962962962963
928,Kamfen,dried mix noodles artificial spicy pork,Tray,China,4,169,3.4218934911242602
927,Paldo,kokomen spicy chicken,Bowl,South Korea,4.75,307,3.7905537459283387
926,Ibumie,vegemee vegetarian flavour,Pack,Malaysia,2.75,155,4.154193548387097
925,Emart,dare you! habanero ramen,Pack,South Korea,3.75,307,3.7905537459283387
923,Ibumie,ladmee hot pepper,Pack,Malaysia,3.5,155,4.154193548387097
922,Sunlee,shitake mushroom vernicalli,Bowl,Thailand,1.25,191,3.384816753926702
921,Ottogi,jjajang bokki,Bowl,South Korea,3.5,307,3.7905537459283387
918,Nongshim,tempura udon flavor cup ramyun,Cup,South Korea,4.5,307,3.7905537459283387
917,Vina Acecook,good chicken abalone bean vermicelli,Pack,Vietnam,3.25,108,3.187962962962963
916,Goku Uma,seafood flavor japanese noodles,Bowl,Japan,4.25,352,3.981605113636364
915,Wai Wai,casserole beef flavour,Pack,Thailand,3.5,191,3.384816753926702
914,Nissin,ramen shop sapporo miso,Pack,Japan,4,352,3.981605113636364
913,Nongshim,spicy shrimp cup ramyun,Cup,South Korea,4.25,307,3.7905537459283387
910,Paldo,namja ramyun,Bowl,South Korea,4.25,307,3.7905537459283387
909,Indomie,kriuuk bawang,Pack,Indonesia,4.25,126,4.067460317460317
907,Nongshim,neoguri spicy seafood,Cup,South Korea,4,307,3.7905537459283387
906,Daddy,kari 365 curry flavour,Pack,Malaysia,5,155,4.154193548387097
904,Myojo,ippei-chan yomise-no yakisoba oriental,Tray,Japan,4.75,352,3.981605113636364
903,Han's South Korea,rice noodle with seafood flavored soup,Tray,South Korea,3.5,307,3.7905537459283387
902,Sunlee,pho bo beef flavour rice stick,Bowl,Thailand,3.25,191,3.384816753926702
901,Sarimi,rasa ayam bawang,Pack,Indonesia,3.5,126,4.067460317460317
898,Long Kow,crystal noodles savory shoyu,Cup,China,1.5,169,3.4218934911242602
896,Vina Acecook,good tomyum kung bean vermicelli,Pack,Vietnam,3.5,108,3.187962962962963
895,SuperMi,sedaaap mi goreng,Pack,Indonesia,5,126,4.067460317460317
894,Han's South Korea,rice noodle with kimchi flavored soup,Tray,South Korea,3,307,3.7905537459283387
893,Paldo,bowl noodle shrimp flavor,Bowl,South Korea,3.25,307,3.7905537459283387
892,ABC,selera pedas hot tomato soup flavor,Pack,Indonesia,4.5,126,4.067460317460317
891,Vina Acecook,hao hao mushroom,Pack,Vietnam,2.75,108,3.187962962962963
890,Unif / Tung-I,mushroom flavor ramen noodles,Pack,Vietnam,3.5,108,3.187962962962963
882,SuperMi,gobang,Pack,Indonesia,5,126,4.067460317460317
881,Han's South Korea,rice noodle with hot & spicy,Tray,South Korea,3.25,307,3.7905537459283387
880,Golden Wheat,south korean style seafood,Cup,China,2.75,169,3.4218934911242602
879,Song Hak,rice topokki,Bowl,South Korea,5,307,3.7905537459283387
876,Sarimi,soto koya pedasss,Pack,Indonesia,3.25,126,4.067460317460317
875,Sunlee,artificial chicken rice vermicelli,Bowl,Thailand,2.5,191,3.384816753926702
874,Fuji Mengyo,nabeyaki udon,Bowl,Japan,3.5,352,3.981605113636364
873,Vifon,viet rice noodles chicken,Pack,Vietnam,3.5,108,3.187962962962963
871,Dragonfly,artificial hot & sour shrimp,Pack,China,4,169,3.4218934911242602
870,SuperMi,mi keriting rasa ayam bawang,Pack,Indonesia,3.75,126,4.067460317460317
869,Vina Acecook,good chicken bean vermicelli,Pack,Vietnam,3.25,108,3.187962962962963
868,CJ CheilJedang,katsuobushi udon,Bowl,South Korea,3.75,307,3.7905537459283387
867,Indomie,rasa coto makassar,Pack,Indonesia,4,126,4.067460317460317
866,Master Kong,mianba,Pack,China,4,169,3.4218934911242602
865,Little Cook,stewed duck,Cup,Thailand,3,191,3.384816753926702
864,Unif / Tung-I,chinese spices tong tsai bean vermicelli,Pack,Taiwan,3.5,224,3.6654017857142853
863,Indomie,special fried curly noodle (local),Pack,Indonesia,5,126,4.067460317460317
861,Vina Acecook,hao hao mi chay vegetarian,Pack,Vietnam,3.25,108,3.187962962962963
860,Baijia,artificial pickled cabbage fish,Pack,China,2.75,169,3.4218934911242602
858,Indomie,rasa mi cakalang,Pack,Indonesia,4.5,126,4.067460317460317
857,Sempio,seafood vermicelli anchovy,Bowl,South Korea,4.25,307,3.7905537459283387
856,Little Cook,mushroom vegetarian,Bowl,Thailand,4.75,191,3.384816753926702
855,Vina Acecook,bestcook hot & sour shrimp,Bowl,Vietnam,4.25,108,3.187962962962963
854,Long Kow,crystal noodles hot & sour,Bowl,China,3.5,169,3.4218934911242602
853,Dongwon,raudong unfried noodle with kimchi,Bowl,South Korea,4.5,307,3.7905537459283387
852,SuperMi,sedaaap mi kuah rasa kari ayam,Pack,Indonesia,4,126,4.067460317460317
851,Dragonfly,artificial pork ribs,Bowl,China,3.5,169,3.4218934911242602
848,Golden Wheat,south korean style spicy pork,Cup,China,3.5,169,3.4218934911242602
847,Itomen,sansai soba edible wld plant,Bowl,Japan,3.25,352,3.981605113636364
846,Vifon,mi kim chee,Pack,Vietnam,3.75,108,3.187962962962963
845,Nongshim,doong ji cold noodle chilled broth,Pack,South Korea,4.25,307,3.7905537459283387
844,Maggi,2 minute noodles perencah asam laksa,Pack,Malaysia,4,155,4.154193548387097
842,JML,artificial stew beef,Bowl,China,3.75,169,3.4218934911242602
841,Nongshim,chapagetti (south korean),Pack,South Korea,4,307,3.7905537459283387
840,Chewy,stir rice vermicelli singaporean laksa,Tray,China,3.75,169,3.4218934911242602
839,CJ CheilJedang,mild bean curd stew,Cup,South Korea,2,307,3.7905537459283387
838,Sarimi,soto koya gurih,Pack,Indonesia,4,126,4.067460317460317
836,Binh Tay,mi chay vegetarian,Pack,Vietnam,3.5,108,3.187962962962963
834,Indomie,mi goreng kriuuk pedas,Pack,Indonesia,3.75,126,4.067460317460317
833,Wai Wai,vegetarian,Pack,Thailand,3.5,191,3.384816753926702
832,Dragonfly,mee goreng dry ramen noodles,Pack,China,3.75,169,3.4218934911242602
831,Vifon,instant porridge chicken,Pack,Vietnam,3.25,108,3.187962962962963
830,Seven-Eleven,seven & i shoyu,Cup,Japan,4.5,352,3.981605113636364
829,Paldo,kko kko myun king cup,Bowl,South Korea,4.75,307,3.7905537459283387
828,Paldo,seolleongtangmyeon,Pack,South Korea,3.5,307,3.7905537459283387
827,Paldo,rabokki,Pack,South Korea,4.75,307,3.7905537459283387
826,Paldo,namja,Pack,South Korea,5,307,3.7905537459283387
825,Paldo,shoyu,Cup,Japan,3.25,352,3.981605113636364
824,Paldo,bibim men cucumber,Pack,South Korea,5,307,3.7905537459283387
823,Paldo,kokomen spicy chicken,Pack,South Korea,5,307,3.7905537459283387
822,Paldo,speed king bowl (prototype),Bowl,South Korea,3.5,307,3.7905537459283387
821,Master Kong,potatoes & stewed beef,Pack,China,5,169,3.4218934911242602
820,Sunlee,tom yum shrimp rice stick,Bowl,Thailand,3.75,191,3.384816753926702
819,Maruchan,tempura soba,Pack,Japan,4,352,3.981605113636364
818,SuperMi,sedaaap mi kuah rasa soto,Pack,Indonesia,4,126,4.067460317460317
817,Souper,bowl ramen shrimp,Bowl,Taiwan,3.75,224,3.6654017857142853
816,Vina Acecook,oh! ricey phnom penh rice noodle,Pack,Vietnam,3.75,108,3.187962962962963
815,Chencun,stewde chicken of mushroom,Cup,China,3.25,169,3.4218934911242602
814,Indomie,beef,Pack,Indonesia,3.5,126,4.067460317460317
812,Master Kong,spicy beef,Pack,China,3.75,169,3.4218934911242602
810,ABC,selera pedas mi goreng hot chicken lemon,Pack,Indonesia,4.25,126,4.067460317460317
809,Nongshim,neoguri mild (south korea),Pack,South Korea,4,307,3.7905537459283387
808,Kim's Bowl,vegetarian tom yum,Bowl,Thailand,3.5,191,3.384816753926702
807,SuperMi,super rasa ayam bawang,Pack,Indonesia,4,126,4.067460317460317
806,Ohsung,hot spicy bowl with soy peptide,Bowl,South Korea,3.5,307,3.7905537459283387
805,Acecook,super big ramen soy sauce,Bowl,Japan,1.25,352,3.981605113636364
804,Little Cook,abalone chicken,Cup,Thailand,1.75,191,3.384816753926702
803,Master Kong,premium taste roasted beef,Bowl,China,4,169,3.4218934911242602
802,Sarimi,isi 2 mi goreng rasa ayam kecap,Pack,Indonesia,4.5,126,4.067460317460317
801,Gau Do,hot sour shrimp,Pack,Vietnam,3.75,108,3.187962962962963
798,Golden Wheat,south korean style pork,Cup,China,3,169,3.4218934911242602
796,Vina Acecook,kingcook vegetable,Pack,Vietnam,3,108,3.187962962962963
795,Master Kong,red oil dan dan,Tray,China,2.75,169,3.4218934911242602
794,Sarimi,soto koya jeruk nipis,Pack,Indonesia,4.75,126,4.067460317460317
791,Acecook,super big ramen tonkotsu,Bowl,Japan,1,352,3.981605113636364
790,GreeNoodle,shiitake & soy sauce,Pack,Thailand,1.5,191,3.384816753926702
789,SuperMi,gokar,Pack,Indonesia,4,126,4.067460317460317
788,Uni-President,100 beef with sauerkraut,Pack,Taiwan,4.75,224,3.6654017857142853
787,Emart,ramen e ramen white broth,Pack,South Korea,5,307,3.7905537459283387
785,Sarimi,isi 2 rasa soto,Pack,Indonesia,3.5,126,4.067460317460317
784,Hankow,cai lin ji dry noodles,Tray,China,3.25,169,3.4218934911242602
781,Vina Acecook,kingcook beef,Pack,Vietnam,3,108,3.187962962962963
780,Ottogi,jin ramen (mild) (import),Pack,South Korea,3.5,307,3.7905537459283387
779,Indomie,mi goreng kriuuk ayam,Pack,Indonesia,3.75,126,4.067460317460317
778,Mamee,express cup curry,Cup,Malaysia,2.5,155,4.154193548387097
776,Sarimi,isi 2 rasa kari spesial,Pack,Indonesia,3.75,126,4.067460317460317
775,JML,seafood,Bowl,China,3,169,3.4218934911242602
774,Indomie,rasa sup sayuran vegan,Pack,Indonesia,2.25,126,4.067460317460317
773,Little Cook,tvp stewed pork,Bowl,Thailand,3.5,191,3.384816753926702
771,Mi Sedaap,mi kuah rasa ayam bawang,Pack,Indonesia,4,126,4.067460317460317
770,Kailo,chicken,Pack,Hong Kong,3.5,137,3.8018248175182485
768,Fashion Foods,oriental,Bowl,Thailand,0.25,191,3.384816753926702
767,Fashion Foods,mushroom vegetarian,Bowl,Thailand,1.75,191,3.384816753926702
766,Fashion Foods,beef pho,Bowl,Thailand,3.75,191,3.384816753926702
765,Super Bihun,kuah rice noodles,Pack,Indonesia,4.5,126,4.067460317460317
764,Sempio,seafood noodle cup,Bowl,South Korea,3.5,307,3.7905537459283387
763,Maggi,2 minute noodles tricky tomato,Pack,India,3.25,31,3.3951612903225805
762,Long Kow,kimchi pickle bean vermicelli,Pack,Taiwan,1.5,224,3.6654017857142853
758,JML,artificial stew pork,Bowl,China,3.25,169,3.4218934911242602
757,Indomie,mi goreng vegan,Pack,Indonesia,4.25,126,4.067460317460317
756,Daikoku,bikkuchigekara big chige,Bowl,Japan,3.75,352,3.981605113636364
755,Nongshim,udon ,Bowl,South Korea,4.25,307,3.7905537459283387
753,Nongshim,soba,Pack,South Korea,4.25,307,3.7905537459283387
751,Nongshim,shin ramyun black onion,Cup,South Korea,5,307,3.7905537459283387
746,JML,artificial mushroom chicken,Bowl,China,1.25,169,3.4218934911242602
745,Nongshim,jinjja jinjja,Pack,South Korea,5,307,3.7905537459283387
744,Payless,instant mami beef,Pack,Philippines,3.25,47,3.3297872340425534
743,Mamee,express cup tom yum,Cup,Malaysia,3.75,155,4.154193548387097
741,Wei Lih,good good eat super ramen vegetable,Pack,Taiwan,2.75,224,3.6654017857142853
740,Indomie,mi goreng sate (local),Pack,Indonesia,5,126,4.067460317460317
739,JML,artificial spicy beef,Bowl,China,3.5,169,3.4218934911242602
738,Nissin,u.f.o. yakiosoba,Bowl,Japan,3.75,352,3.981605113636364
737,Gau Do,chicken shrimp,Pack,Vietnam,2.5,108,3.187962962962963
735,Ottogi,odongtong myon seafood,Bowl,South Korea,2.75,307,3.7905537459283387
734,Indomie,mi goreng rasa ayam panggang jumbo (local),Pack,Indonesia,5,126,4.067460317460317
733,Indomie,rasa soto betawi,Pack,Indonesia,4.5,126,4.067460317460317
732,Indomie,curly noodle with chicken chilli paddi,Pack,Indonesia,4.25,126,4.067460317460317
731,Indomie,rasa mi kocok bandung,Pack,Indonesia,3.25,126,4.067460317460317
730,Indomie,rasa soto banjar limau kulit,Pack,Indonesia,5,126,4.067460317460317
729,Indomie,mi goreng jumbo beef,Pack,Indonesia,5,126,4.067460317460317
728,Indomie,rasa kari ayam medan,Pack,Indonesia,5,126,4.067460317460317
727,Indomie,rasa empal gentong,Pack,Indonesia,4,126,4.067460317460317
726,Indomie,mi goreng cakalang,Pack,Indonesia,4,126,4.067460317460317
725,Indomie,mi goreng instant cup noodles,Cup,Indonesia,5,126,4.067460317460317
724,Indomie,curly noodle with laksa chilli,Pack,Indonesia,3.5,126,4.067460317460317
723,Indomie,mi goreng barbecue chicken,Pack,Indonesia,5,126,4.067460317460317
722,Yamamoto,seafood ramen,Bowl,Japan,3.5,352,3.981605113636364
718,Ottogi,kiss myon,Pack,South Korea,3.75,307,3.7905537459283387
716,Vifon,hu tieu ca stewed fish,Bowl,Vietnam,3.75,108,3.187962962962963
715,Indomie,mi goreng rendang (import),Pack,Indonesia,5,126,4.067460317460317
714,Pulmuone,nature is delicious spicy,Pack,South Korea,3.75,307,3.7905537459283387
712,Four Seas,seaweed,Bowl,Hong Kong,3.25,137,3.8018248175182485
711,Nongshim,hearty rice noodle beef,Pack,South Korea,4.25,307,3.7905537459283387
710,Saigon Ve Wong,kung fu mixed foods,Bowl,Vietnam,2.75,108,3.187962962962963
708,Wu Mu,pork flavor ramen,Pack,Taiwan,2.75,224,3.6654017857142853
707,Mee Jang,noodle soup spicy beef garlic onion,Bowl,Thailand,3.25,191,3.384816753926702
706,Unif,man han feast spring onion eel,Bowl,Taiwan,4.25,224,3.6654017857142853
705,Golden Wheat,south korean style beef,Cup,China,3.5,169,3.4218934911242602
702,Nissin,demae ramen black garlic oil tonkotsu,Pack,Japan,4.5,352,3.981605113636364
700,Nissin,chikin ramen (local),Pack,Japan,5,352,3.981605113636364
695,JFC,japanese style noodle curry,Bowl,Japan,4.5,352,3.981605113636364
694,Vina Acecook,kingcook chicken,Pack,Vietnam,3.5,108,3.187962962962963
693,Chewy,stir rice vermicelli indonesian gado gado,Tray,China,2.25,169,3.4218934911242602
692,Samyang,assorted vegetable ramen,Pack,South Korea,3.75,307,3.7905537459283387
691,Mamee,express cup vegetarian,Cup,Malaysia,2,155,4.154193548387097
689,Mee Jang,noodle soup sour spicy shrimp tom yum,Bowl,Thailand,2.5,191,3.384816753926702
688,Ohsung,hong ramyun soy peptide hot spicy,Pack,South Korea,3.75,307,3.7905537459283387
687,Nissin,cup noodles xo sauce seafood,Cup,Hong Kong,3.75,137,3.8018248175182485
686,Mi Sedaap,mi segera mi goreng perisa sambal goreng,Pack,Indonesia,4.5,126,4.067460317460317
685,Indomie,rasa sup buntut oxtail soup,Pack,Indonesia,2.75,126,4.067460317460317
684,Dragonfly,artificial seafood,Pack,China,3.75,169,3.4218934911242602
683,Nongshim,udon garlic teriyaki,Pack,South Korea,4.75,307,3.7905537459283387
682,Indomie,instant cup noodles mi goreng satay,Cup,Indonesia,4.25,126,4.067460317460317
681,Nongshim,hearty rice noodle black bean vegetable,Pack,South Korea,3.75,307,3.7905537459283387
680,Vina Acecook,kingcook shrimp,Pack,Vietnam,2.75,108,3.187962962962963
679,Mamee,express cup fried onion chicken,Cup,Malaysia,3.25,155,4.154193548387097
678,Wang,kitsune udon,Bowl,South Korea,4,307,3.7905537459283387
677,Nongshim,shin ramyun shrimp,Pack,China,4.5,169,3.4218934911242602
676,Indomie,spicy coconut shrimp,Pack,Indonesia,4.75,126,4.067460317460317
675,Samyang,nagasaki jjampong,Pack,South Korea,4.75,307,3.7905537459283387
674,Paldo,kko kko myun,Pack,South Korea,5,307,3.7905537459283387
673,Ohsung,hong ramyun soup soy peptide mild,Pack,South Korea,3.25,307,3.7905537459283387
670,Saigon Ve Wong,kung fu artificial chicken rice noodle,Bowl,Vietnam,3.5,108,3.187962962962963
669,Nissin,gozen tempura,Bowl,Japan,4,352,3.981605113636364
668,Saigon Ve Wong,kung fu vegetarian,Bowl,Vietnam,2,108,3.187962962962963
666,Lishan,black rooster chicken,Pack,Taiwan,1.5,224,3.6654017857142853
665,Mama,moo nam tok rice vermicelli,Pack,Thailand,3.25,191,3.384816753926702
663,Paldo,jjajangmen black bean,Pack,South Korea,4,307,3.7905537459283387
662,Daikoku,shokuh kitsune udon,Bowl,Japan,4.25,352,3.981605113636364
661,Yamamoto,ponpoko tempura soba,Bowl,Japan,4.25,352,3.981605113636364
660,Lucky Me!,beef na beef,Pack,Philippines,3.75,47,3.3297872340425534
658,Paldo,hwa king cup,Cup,South Korea,3.5,307,3.7905537459283387
657,Dragonfly,onion,Pack,China,3.75,169,3.4218934911242602
655,Cap Atoom Bulan,mie telor asli,Pack,Indonesia,3,126,4.067460317460317
654,Mee Jang,sour spicy chicken tom yum,Bowl,Thailand,3.25,191,3.384816753926702
653,Dragonfly,artificial pork ribs,Pack,China,4,169,3.4218934911242602
652,Sapporo Ichiban,shio,Pack,Japan,5,352,3.981605113636364
651,Mi Sedaap,mi segera mi sup perisa kari ayam,Pack,Indonesia,4,126,4.067460317460317
650,Dragonfly,artificial chicken,Pack,China,4,169,3.4218934911242602
648,Nongshim,seafood ramyun,Pack,South Korea,3.75,307,3.7905537459283387
647,Sunlee,tom yum shrimp noodle,Bowl,Thailand,3.5,191,3.384816753926702
646,Yamamoto,shoyu,Bowl,Japan,4.25,352,3.981605113636364
645,Nongshim,oolongmen artificial chicken,Cup,South Korea,3.75,307,3.7905537459283387
644,Sura,knife cut rice noodle,Bowl,South Korea,3.75,307,3.7905537459283387
643,Wei Chuan,miso vegetables,Pack,Taiwan,3.25,224,3.6654017857142853
642,Little Cook,spicy beef,Cup,Thailand,2.75,191,3.384816753926702
641,Vina Acecook,hao hao shrimp onion,Pack,Vietnam,3,108,3.187962962962963
640,Master Kong,artificial spicy beef,Pack,China,4.25,169,3.4218934911242602
639,Nissin,gozen kitsune udon,Bowl,Japan,5,352,3.981605113636364
638,GreeNoodle,yakisoba,Pack,Thailand,3,191,3.384816753926702
637,Snapdragon,chinese mushroom rice noodle,Cup,Singapore,2.5,109,4.126146788990826
636,Yamamori,tom yam ramen pork,Pack,Japan,4.75,352,3.981605113636364
635,Ottogi,buckwheat bibim ramyon,Pack,South Korea,1.1,307,3.7905537459283387
634,Baijia,sichuan hot pot sweet potato thread,Bowl,China,0.5,169,3.4218934911242602
633,Mr. Udon,seafood selection,Pack,South Korea,3.5,307,3.7905537459283387
632,Mr. Udon,japanese miso,Pack,South Korea,2.75,307,3.7905537459283387
631,Fashion Foods,xo sauce,Bowl,Thailand,1.25,191,3.384816753926702
630,Ve Wong,kung fu artificial mushroom pork,Bowl,Taiwan,1.25,224,3.6654017857142853
629,Master Kong,artificial braised beef,Pack,China,4.25,169,3.4218934911242602
628,Lucky Me!,supreme la paz batchoy beef garlic,Bowl,Philippines,3.5,47,3.3297872340425534
627,Omachi,spaghetti,Pack,Vietnam,3.75,108,3.187962962962963
626,Ottogi,yeul hot taste,Bowl,South Korea,3.5,307,3.7905537459283387
624,Master Kong,artificial pork,Pack,China,3.75,169,3.4218934911242602
623,Wei Wei,"""a"" series vegetarian",Pack,Taiwan,3.25,224,3.6654017857142853
622,Daikoku,my friend vic tanuki udon,Bowl,Japan,4.75,352,3.981605113636364
621,Ottogi,jin ramen big bowl (hot),Bowl,South Korea,3.5,307,3.7905537459283387
620,Vifon,phu gia bamboo shoot artificial pork bean thread,Pack,Vietnam,1.25,108,3.187962962962963
619,Yamamoto,ponpoko tempura udon,Bowl,Japan,4.75,352,3.981605113636364
618,Pulmuone,cold noodles by dad,Pack,South Korea,2.75,307,3.7905537459283387
617,Nissin,demae iccho sesame oil chicken macaroni,Pack,Japan,3.75,352,3.981605113636364
616,Maggi,2 minute noodles thrillin' curry,Pack,India,2,31,3.3951612903225805
615,Yamamori,tom yam prawn,Pack,Japan,4.5,352,3.981605113636364
614,Fuku,superior soup rice noodle,Pack,Hong Kong,2.5,137,3.8018248175182485
613,Saigon Ve Wong,kung fu artificial pork flavor,Bowl,Vietnam,3,108,3.187962962962963
610,Wei Wei,"""a"" series artificial chicken",Pack,Taiwan,3.25,224,3.6654017857142853
609,Wei Wei,"""a"" series artificial hot beef",Pack,Taiwan,3.75,224,3.6654017857142853
608,Koka,spicy black pepper,Pack,Singapore,5,109,4.126146788990826
606,Six Fortune,u-dong,Pack,South Korea,4,307,3.7905537459283387
605,Little Cook,artificial onion,Cup,Thailand,3.5,191,3.384816753926702
603,Wei Lih,goog good eat super ramen hot chili,Pack,Taiwan,3.75,224,3.6654017857142853
602,Nongshim,oolongmen artificial seafood,Cup,South Korea,3.5,307,3.7905537459283387
